time,body1_x,body1_y,body1_z,body2_x,body2_y,body2_z,body3_x,body3_y,body3_z
9676800.00000000,-12174698536.26650238,83700836448.62654114,-56478756836.30740356,-84856076007.43017578,-161366107918.69485474,98241682076.43601990,-12129550822.23672104,-13378337642.08837128,102238363968.94822693
9763200.00000000,-12306416400.24843979,83365458840.18432617,-55830318460.91558075,-84555906436.65979004,-160651661465.79678345,98192420225.96276855,-12373073063.02968597,-13630362084.43366241,101520277850.18170166
9849600.00000000,-12438677818.49751282,83025227205.27667236,-55175796059.94924164,-84251815860.36305237,-159928324503.28024292,98141880744.63894653,-12619836866.51507568,-13885209503.31564903,100795864330.29759216
9936000.00000000,-12571490407.62423897,82680067616.52165222,-54515125174.09152222,-83943756736.24429321,-159195983188.54788208,98090023715.25025940,-12869880254.22542000,-14142901332.10423279,100065082752.36412048
10022400.00000000,-12704862114.72144318,82329903820.21482849,-53848239844.05669403,-83631680205.92956543,-158454520309.19158936,98036807485.56370544,-13123242150.66864395,-14403459466.07698059,99327892319.50714111
10108800.00000000,-12838801234.53708458,81974657139.55624390,-53175072568.99959564,-83315536048.99147034,-157703815152.19656372,97982188572.47305298,-13379962407.83719444,-14666906272.24875832,98584252138.77641296
10195200.00000000,-12973316427.73385048,81614246372.87718201,-52495554263.75617218,-82995272635.04524231,-156943743366.72250366,97926121559.78862000,-13640081830.28746796,-14933264599.37398529,97834121269.90657043
10281600.00000000,-13108416740.31413460,81248587686.56703186,-51809614214.90591431,-82670836873.83317566,-156174176820.09582520,97868558989.18161011,-13903642200.77417374,-15202557788.11299896,97077458779.45075989
10368000.00000000,-13244111624.29536247,80877594502.38088989,-51117180035.65090179,-82342174163.21199036,-155394983446.62405396,97809451243.75039673,-14170686306.41882706,-15474809681.35209465,96314223800.81320190
10454400.00000000,-13380410959.72746468,80501177378.78724670,-50418177619.51096344,-82009228334.95539856,-154606027088.81942749,97748746423.62927246,-14441257965.38529778,-15750044634.66464424,95544375600.75939941
10540800.00000000,-13517325078.15183449,80119243885.99237061,-49712531092.83998871,-81671941598.28210449,-153807167330.59234619,97686390213.00860596,-14715402054.02812195,-16028287526.89814949,94767873653.04135132
